n,T
240000001999,55
240000002000,53
240000002001,69
240000002002,64
240000002003,47
240000002004,89
240000002005,44
240000002006,64
240000002007,81
240000002008,59
240000002009,54
240000002010,82
240000002011,48
240000002012,73
240000002013,80
240000002014,34
240000002015,59
240000002016,87
240000002017,48
240000002018,44
240000002019,83
240000002020,38
240000002021,47
240000002022,100
240000002023,58
240000002024,50
240000002025,84
240000002026,62
240000002027,58
240000002028,77
240000002029,49
240000002030,65
240000002031,86
240000002032,50
240000002033,69
240000002034,83
240000002035,53
240000002036,71
240000002037,83
240000002038,39
240000002039,48
240000002040,65
240000002041,42
240000002042,31
240000002043,80
240000002044,45
240000002045,53
240000002046,77
240000002047,55
240000002048,30
240000002049,91
240000002050,61
240000002051,53
240000002052,72
240000002053,68
240000002054,65
240000002055,87
240000002056,59
240000002057,66
240000002058,71
240000002059,45
240000002060,56
240000002061,67
240000002062,35
240000002063,45
240000002064,76
240000002065,50
240000002066,29
240000002067,90
240000002068,34
240000002069,56
240000002070,90
240000002071,60
240000002072,43
240000002073,90
240000002074,65
240000002075,63
240000002076,87
240000002077,51
240000002078,63
240000002079,73
240000002080,64
240000002081,44
240000002082,77
240000002083,42
240000002084,59
240000002085,75
240000002086,46
240000002087,52
240000002088,76
240000002089,56
240000002090,47
240000002091,77
240000002092,41
240000002093,56
240000002094,69
240000002095,48
240000002096,37
240000002097,79
240000002098,65
240000002099,68
240000002100,83
240000002101,57
240000002102,65
240000002103,83
240000002104,58
240000002105,54
240000002106,78
240000002107,61
240000002108,67
240000002109,80
240000002110,58
240000002111,50
240000002112,74
240000002113,52
240000002114,50
240000002115,78
240000002116,42
240000002117,59
240000002118,91
240000002119,48
240000002120,42
240000002121,69
240000002122,54
240000002123,58
240000002124,91
240000002125,46
240000002126,78
240000002127,78
240000002128,66
240000002129,44
240000002130,78
240000002131,50
240000002132,71
240000002133,95
240000002134,45
240000002135,45
240000002136,74
240000002137,49
240000002138,32
240000002139,81
240000002140,33
240000002141,44
240000002142,73
240000002143,55
240000002144,29
240000002145,78
240000002146,61
240000002147,47
240000002148,79
240000002149,50
240000002150,62
240000002151,76
240000002152,53
240000002153,58
240000002154,85
240000002155,53
240000002156,51
240000002157,94
240000002158,31
240000002159,62
240000002160,72
240000002161,40
240000002162,50
240000002163,74
240000002164,38
240000002165,37
240000002166,83
240000002167,63
240000002168,42
240000002169,88
240000002170,65
240000002171,55
240000002172,77
240000002173,47
240000002174,63
240000002175,81
240000002176,67
240000002177,61
240000002178,66
240000002179,48
240000002180,64
240000002181,81
240000002182,32
240000002183,47
240000002184,80
240000002185,48
240000002186,54
240000002187,99
240000002188,38
240000002189,59
240000002190,71
240000002191,58
240000002192,30
240000002193,84
240000002194,61
240000002195,63
240000002196,78
240000002197,40
240000002198,75
240000002199,77
240000002200,60
240000002201,40
240000002202,74
240000002203,45
240000002204,62
240000002205,85
240000002206,40
240000002207,51
240000002208,75
240000002209,49
240000002210,37
240000002211,77
240000002212,45
240000002213,60
240000002214,75
240000002215,44
240000002216,45
240000002217,74
240000002218,62
240000002219,39
240000002220,83
240000002221,50
240000002222,81
240000002223,71
240000002224,67
240000002225,53
240000002226,90
240000002227,60
240000002228,76
240000002229,89
240000002230,35
240000002231,65
240000002232,86
240000002233,59
240000002234,42
240000002235,80
240000002236,33
240000002237,48
240000002238,99
240000002239,56
240000002240,43
240000002241,77
240000002242,74
240000002243,61
240000002244,89
240000002245,49
240000002246,72
240000002247,78
240000002248,63
240000002249,49
240000002250,71
240000002251,48
240000002252,67
240000002253,91
240000002254,47
240000002255,49
240000002256,70
240000002257,48
240000002258,40
240000002259,75
240000002260,33
240000002261,61
240000002262,76
240000002263,46
240000002264,37
240000002265,70
240000002266,60
240000002267,64
240000002268,79
240000002269,51
240000002270,55
240000002271,84
240000002272,63
240000002273,60
240000002274,68
240000002275,53
240000002276,63
240000002277,86
240000002278,42
240000002279,59
240000002280,72
240000002281,45
240000002282,37
240000002283,85
240000002284,50
240000002285,53
240000002286,94
240000002287,63
240000002288,38
240000002289,94
240000002290,65
240000002291,60
240000002292,86
240000002293,51
240000002294,66
240000002295,78
240000002296,61
240000002297,61
240000002298,81
240000002299,46
240000002300,61
240000002301,83
240000002302,26
240000002303,46
240000002304,80
240000002305,58
240000002306,37
240000002307,77
240000002308,42
240000002309,60
240000002310,83
240000002311,52
240000002312,42
240000002313,82
240000002314,61
240000002315,47
240000002316,88
240000002317,58
240000002318,63
240000002319,81
240000002320,68
240000002321,49
240000002322,78
240000002323,58
240000002324,56
240000002325,70
240000002326,30
240000002327,44
240000002328,77
240000002329,50
240000002330,45
240000002331,83
240000002332,54
240000002333,54
240000002334,95
240000002335,52
240000002336,35
240000002337,69
240000002338,74
240000002339,45
240000002340,79
240000002341,61
240000002342,73
240000002343,66
240000002344,68
240000002345,54
240000002346,81
240000002347,45
240000002348,52
240000002349,65
240000002350,29
240000002351,48
240000002352,83
240000002353,47
240000002354,28
240000002355,75
240000002356,34
240000002357,53
240000002358,79
240000002359,50
240000002360,46
240000002361,79
240000002362,49
240000002363,71
240000002364,82
240000002365,51
240000002366,61
240000002367,71
240000002368,55
240000002369,49
240000002370,80
240000002371,56
240000002372,65
240000002373,85
240000002374,32
240000002375,54
240000002376,70
240000002377,43
240000002378,29
240000002379,88
240000002380,27
240000002381,53
240000002382,65
240000002383,64
240000002384,33
240000002385,99
240000002386,70
240000002387,64
240000002388,76
240000002389,51
240000002390,76
240000002391,81
240000002392,66
240000002393,60
240000002394,82
240000002395,58
240000002396,72
240000002397,83
240000002398,33
240000002399,56
240000002400,69
240000002401,48
240000002402,34
240000002403,81
240000002404,31
240000002405,57
240000002406,74
240000002407,56
240000002408,35
240000002409,89
240000002410,77
240000002411,59
240000002412,91
240000002413,53
240000002414,73
240000002415,69
240000002416,65
240000002417,45
240000002418,70
240000002419,63
240000002420,69
240000002421,76
240000002422,37
240000002423,55
240000002424,62
240000002425,44
240000002426,28
240000002427,73
240000002428,25
240000002429,70
240000002430,85
240000002431,43
240000002432,41
240000002433,84
240000002434,55
240000002435,34
240000002436,82
240000002437,49
240000002438,60
240000002439,67
240000002440,73
240000002441,57
240000002442,79
240000002443,49
240000002444,69
240000002445,83
240000002446,28
240000002447,51
240000002448,77
240000002449,45
240000002450,28
240000002451,80
240000002452,37
240000002453,55
240000002454,83
240000002455,46
240000002456,40
240000002457,72
240000002458,66
240000002459,56
240000002460,83
240000002461,44
240000002462,84
240000002463,79
240000002464,60
240000002465,60
240000002466,79
240000002467,47
240000002468,73
240000002469,78
240000002470,43
240000002471,51
240000002472,75
240000002473,51
240000002474,37
240000002475,74
240000002476,37
240000002477,54
240000002478,83
240000002479,47
240000002480,39
240000002481,81
240000002482,50
240000002483,46
240000002484,95
240000002485,54
240000002486,66
240000002487,73
240000002488,64
240000002489,42
240000002490,63
240000002491,60
240000002492,67
240000002493,93
240000002494,36
240000002495,59
240000002496,86
240000002497,57
240000002498,36
240000002499,75
240000002500,38
240000002501,47
240000002502,73
240000002503,58
240000002504,41
240000002505,82
240000002506,71
240000002507,46
240000002508,90
240000002509,52
240000002510,68
240000002511,83
240000002512,60
240000002513,52
240000002514,76
240000002515,55
240000002516,77
240000002517,98
240000002518,39
240000002519,62
240000002520,75
240000002521,57
240000002522,42
240000002523,76
240000002524,35
240000002525,56
240000002526,84
240000002527,47
240000002528,39
240000002529,88
240000002530,57
240000002531,63
240000002532,86
240000002533,38
240000002534,59
240000002535,80
240000002536,53
240000002537,62
240000002538,75
240000002539,63
240000002540,68
240000002541,80
240000002542,40
240000002543,60
240000002544,66
240000002545,50
240000002546,34
240000002547,75
240000002548,32
240000002549,51
240000002550,81
240000002551,56
240000002552,44
240000002553,77
240000002554,60
240000002555,42
240000002556,94
240000002557,54
240000002558,55
240000002559,77
240000002560,52
240000002561,69
240000002562,75
240000002563,42
240000002564,77
240000002565,77
240000002566,28
240000002567,49
240000002568,81
240000002569,42
240000002570,24
240000002571,74
240000002572,38
240000002573,49
240000002574,79
240000002575,64
240000002576,44
240000002577,84
240000002578,71
240000002579,49
240000002580,87
240000002581,50
240000002582,72
240000002583,82
240000002584,79
240000002585,46
240000002586,75
240000002587,42
240000002588,70
240000002589,65
240000002590,36
240000002591,47
240000002592,64
240000002593,42
240000002594,36
240000002595,72
240000002596,48
240000002597,46
240000002598,75
240000002599,46
240000002600,50
240000002601,76
240000002602,68
240000002603,51
240000002604,78
240000002605,52
240000002606,62
240000002607,63
240000002608,51
240000002609,48
240000002610,77
240000002611,47
240000002612,63
240000002613,80
240000002614,46
240000002615,51
240000002616,94
240000002617,49
240000002618,39
240000002619,77
240000002620,43
240000002621,65
240000002622,73
240000002623,49
240000002624,38
240000002625,95
240000002626,60
240000002627,57
240000002628,84
240000002629,49
240000002630,69
240000002631,74
240000002632,65
240000002633,52
240000002634,80
240000002635,49
240000002636,81
240000002637,81
240000002638,51
240000002639,66
240000002640,77
240000002641,51
240000002642,29
240000002643,77
240000002644,34
240000002645,51
240000002646,77
240000002647,55
240000002648,38
240000002649,90
240000002650,63
240000002651,41
240000002652,81
240000002653,53
240000002654,76
240000002655,85
240000002656,66
240000002657,61
240000002658,81
240000002659,58
240000002660,66
240000002661,86
240000002662,41
240000002663,48
240000002664,74
240000002665,46
240000002666,34
240000002667,70
240000002668,40
240000002669,41
240000002670,78
240000002671,44
240000002672,53
240000002673,72
240000002674,55
240000002675,54
240000002676,89
240000002677,43
240000002678,78
240000002679,73
240000002680,66
240000002681,49
240000002682,88
240000002683,41
240000002684,68
240000002685,81
240000002686,38
240000002687,52
240000002688,77
240000002689,53
240000002690,32
240000002691,87
240000002692,36
240000002693,64
240000002694,79
240000002695,52
240000002696,36
240000002697,70
240000002698,69
240000002699,54
240000002700,78
240000002701,45
240000002702,73
240000002703,61
240000002704,58
240000002705,45
240000002706,74
240000002707,51
240000002708,63
240000002709,75
240000002710,35
240000002711,57
240000002712,78
240000002713,42
240000002714,32
240000002715,97
240000002716,42
240000002717,50
240000002718,71
240000002719,46
240000002720,44
240000002721,78
240000002722,67
240000002723,39
240000002724,78
240000002725,54
240000002726,87
240000002727,81
240000002728,66
240000002729,43
240000002730,69
240000002731,50
240000002732,63
240000002733,76
240000002734,48
240000002735,51
240000002736,91
240000002737,58
240000002738,39
240000002739,83
240000002740,45
240000002741,49
240000002742,80
240000002743,52
240000002744,41
240000002745,74
240000002746,67
240000002747,39
240000002748,99
240000002749,50
240000002750,66
240000002751,68
240000002752,58
240000002753,50
240000002754,75
240000002755,49
240000002756,63
240000002757,95
240000002758,43
240000002759,55
240000002760,80
240000002761,45
240000002762,40
240000002763,67
240000002764,37
240000002765,49
240000002766,86
240000002767,41
240000002768,36
240000002769,79
240000002770,69
240000002771,55
240000002772,71
240000002773,52
240000002774,59
240000002775,83
240000002776,59
240000002777,57
240000002778,71
240000002779,65
240000002780,61
240000002781,82
240000002782,48
240000002783,53
240000002784,77
240000002785,50
240000002786,35
240000002787,66
240000002788,40
240000002789,49
240000002790,79
240000002791,60
240000002792,42
240000002793,70
240000002794,72
240000002795,59
240000002796,87
240000002797,45
240000002798,62
240000002799,95
240000002800,64
240000002801,54
240000002802,72
240000002803,46
240000002804,67
240000002805,63
240000002806,37
240000002807,40
240000002808,82
240000002809,58
240000002810,33
240000002811,88
240000002812,40
